participant_index,trial_number,pattern_id,success,n_steps,program_ops,program_symbolic,helpers_used,helpers_used_expanded,helpers_created_this_trial,helper_library_size
20,11,11,1,12,add -> overlap -> invert -> add -> invert -> add -> subtract -> reflect_h -> invert -> add -> subtract -> add,"W1 = add(H334, H340) ; W2 = overlap(W1, H340) ; W3 = invert(W2) ; W4 = add(W3, H334) ; W5 = invert(W4) ; W6 = add(H336, line_h) ; W7 = subtract(W6, line_h) ; W8 = reflect_h(W7) ; W9 = invert(W1) ; W10 = add(W2, W9) ; W11 = subtract(W10, H334) ; W12 = add(W11, H339)","H334,H336,H339,H340","H334=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h) | H336=W1 = add(square, diag) ; W2 = add(square, diag) ; W3 = reflect_h(W2) ; W4 = add(W2, W3) | H339=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5) | H340=W1 = add(H334, H340) ; W2 = overlap(W1, H340)","H340,H341,H342,H343",11
20,12,12,1,2,invert -> add,"W1 = invert(H343) ; W2 = add(W1, square)",H343,"H343=W1 = add(H334, H340) ; W2 = overlap(W1, H340) ; W3 = invert(W2) ; W4 = add(W3, H334) ; W5 = invert(W4) ; W6 = add(H336, line_h) ; W7 = subtract(W6, line_h) ; W8 = reflect_h(W7) ; W9 = invert(W1) ; W10 = add(W2, W9) ; W11 = subtract(W10, H334) ; W12 = add(W11, H339)",,11
20,13,13,1,1,subtract,"W1 = subtract(H338, H334)","H334,H338","H334=W1 = add(line_h, line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, line_v) ; W4 = invert(square) ; W5 = reflect_h(line_v) ; W6 = add(line_h, line_v) ; W7 = add(tri, tri) ; W8 = reflect_v(line_v) ; W9 = invert(W6) ; W10 = reflect_h(line_h) ; W11 = add(W8, line_v) ; W12 = add(W11, line_h) ; W13 = reflect_h(W12) ; W14 = add(W13, line_h) | H338=W1 = add(H336, blank) ; W2 = add(H334, W1) ; W3 = subtract(W2, square) ; W4 = add(H334, diag) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",,11
20,14,14,1,1,subtract,"W1 = subtract(H338, H339)","H338,H339","H338=W1 = add(H336, blank) ; W2 = add(H334, W1) ; W3 = subtract(W2, square) ; W4 = add(H334, diag) ; W5 = reflect_h(W4) ; W6 = add(W4, W5) | H339=W1 = add(diag, blank) ; W2 = reflect_v(diag) ; W3 = add(diag, W2) ; W4 = overlap(W3, line_h) ; W5 = reflect_h(W4) ; W6 = add(W4, W5)",,11
21,1,1,1,5,add -> reflect_h -> add -> reflect_v -> add,"W1 = add(line_v, line_h) ; W2 = reflect_h(W1) ; W3 = add(W2, line_h) ; W4 = reflect_v(W3) ; W5 = add(W4, line_v)",,,"H344,H345,H346,H347",4
21,2,2,1,2,add -> add,"W1 = add(H347, line_v) ; W2 = add(W1, square)",H347,"H347=W1 = add(line_v, line_h) ; W2 = reflect_h(W1) ; W3 = add(W2, line_h) ; W4 = reflect_v(W3)",H348,5
21,3,3,1,1,invert,W1 = invert(H349),H349,H349=W1 = invert(H358),,5
21,4,4,1,3,subtract -> reflect_h -> overlap,"W1 = subtract(square, diag) ; W2 = reflect_h(W1) ; W3 = overlap(W1, W2)",,,"H350,H351,H352",8
21,5,5,1,3,reflect_h -> add -> add,"W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",,,"H353,H354,H355",11
21,6,6,1,1,invert,W1 = invert(H355),H355,"H355=W1 = reflect_h(diag) ; W2 = add(W1, diag) ; W3 = add(square, W2)",,11
21,7,7,1,1,add,"W1 = add(H354, H348)","H348,H354","H348=W1 = add(H347, line_v) | H354=W1 = reflect_h(diag) ; W2 = add(W1, diag)",H356,12
21,8,8,1,5,subtract -> invert -> add -> invert -> subtract,"W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)","H349,H354,H356","H349=W1 = invert(H358) | H354=W1 = reflect_h(diag) ; W2 = add(W1, diag) | H356=W1 = add(H354, H348)","H357,H358,H359,H360,H361",17
21,9,9,1,1,add,"W1 = add(H361, square)",H361,"H361=W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)",,17
21,10,10,1,2,add -> invert,"W1 = add(H360, square) ; W2 = invert(W1)",H360,"H360=W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3)",H362,18
21,11,11,1,1,invert,W1 = invert(H357),H357,"H357=W1 = subtract(H356, H354)",,18
21,12,12,1,4,invert -> invert -> add -> invert,"W1 = invert(H358) ; W2 = invert(H361) ; W3 = add(H358, H361) ; W4 = invert(W3)","H358,H361","H358=W1 = subtract(H356, H354) ; W2 = invert(H349) | H361=W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)","H349,H363,H364",21
21,13,13,1,3,invert -> add -> invert,"W1 = invert(H354) ; W2 = add(H361, W1) ; W3 = invert(W2)","H354,H361","H354=W1 = reflect_h(diag) ; W2 = add(W1, diag) | H361=W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)","H365,H366",23
21,14,14,1,3,invert -> add -> invert,"W1 = invert(H356) ; W2 = add(H361, W1) ; W3 = invert(W2)","H356,H361","H356=W1 = add(H354, H348) | H361=W1 = subtract(H356, H354) ; W2 = invert(H349) ; W3 = add(W1, W2) ; W4 = invert(W3) ; W5 = subtract(W4, square)","H367,H368",25
22,1,1,0,5,add -> add -> reflect_d -> add -> add,"W1 = add(line_v, line_h) ; W2 = add(diag, diag) ; W3 = reflect_d(diag) ; W4 = add(line_h, line_v) ; W5 = add(line_v, line_h)",,,,0
22,2,2,1,6,add -> add -> reflect_v -> add -> reflect_h -> add,"W1 = add(square, line_h) ; W2 = add(line_v, W1) ; W3 = reflect_v(W2) ; W4 = add(W3, line_v) ; W5 = reflect_h(W4) ; W6 = add(W5, line_h)",,,"H369,H370,H371,H372,H373",5
22,3,3,1,2,add -> invert,"W1 = add(H373, line_h) ; W2 = invert(W1)",H373,"H373=W1 = add(square, line_h) ; W2 = add(line_v, W1) ; W3 = reflect_v(W2) ; W4 = add(W3, line_v) ; W5 = reflect_h(W4)","H374,H375",7
22,4,4,1,20,add -> add -> add -> add -> overlap -> reflect_v -> subtract -> add -> add -> reflect_d -> reflect_v -> add -> add -> reflect_v -> add -> overlap -> add -> add -> add -> subtract,"W1 = add(square, square) ; W2 = add(square, diag) ; W3 = add(W2, W2) ; W4 = add(W3, W3) ; W5 = overlap(diag, square) ; W6 = reflect_v(W4) ; W7 = subtract(square, diag) ; W8 = add(W6, W6) ; W9 = add(diag, diag) ; W10 = reflect_d(diag) ; W11 = reflect_v(diag) ; W12 = add(W8, W8) ; W13 = add(diag, diag) ; W14 = reflect_v(diag) ; W15 = add(W12, W12) ; W16 = overlap(W14, square) ; W17 = add(W5, W16) ; W18 = add(square, W17) ; W19 = add(square, square) ; W20 = subtract(W7, W17)",,,"H376,H377,H378,H379,H380,H381,H382,H383,H384,H385",17
22,5,5,1,2,add -> add,"W1 = add(square, diag) ; W2 = add(W1, H379)",H379,"H379=W1 = add(square, square) ; W2 = add(square, diag) ; W3 = add(W2, W2) ; W4 = add(W3, W3) ; W5 = overlap(diag, square) ; W6 = reflect_v(W4)",H386,18
22,6,6,1,1,invert,W1 = invert(H386),H386,"H386=W1 = add(square, diag) ; W2 = add(W1, H379)",H387,19
22,7,7,1,8,invert -> add -> add -> reflect_v -> add -> reflect_h -> add -> add,"W1 = invert(H387) ; W2 = add(diag, H382) ; W3 = add(line_v, line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = reflect_h(line_h) ; W7 = add(W6, W5) ; W8 = add(W7, W2)","H382,H387","H382=W1 = add(square, square) ; W2 = add(square, diag) ; W3 = add(W2, W2) ; W4 = add(W3, W3) ; W5 = overlap(diag, square) ; W6 = reflect_v(W4) ; W7 = subtract(square, diag) ; W8 = add(W6, W6) ; W9 = add(diag, diag) ; W10 = reflect_d(diag) ; W11 = reflect_v(diag) ; W12 = add(W8, W8) ; W13 = add(diag, diag) ; W14 = reflect_v(diag) | H387=W1 = invert(H386)","H388,H389,H390,H391,H392,H393,H394",26
22,8,8,1,2,overlap -> overlap,"W1 = overlap(H394, H394) ; W2 = overlap(H393, H388)","H388,H393,H394","H388=W1 = invert(H387) ; W2 = add(diag, H382) | H393=W1 = invert(H387) ; W2 = add(diag, H382) ; W3 = add(line_v, line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = reflect_h(line_h) ; W7 = add(W6, W5) | H394=W1 = invert(H387) ; W2 = add(diag, H382) ; W3 = add(line_v, line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = reflect_h(line_h) ; W7 = add(W6, W5) ; W8 = add(W7, W2)",H395,27
22,9,9,1,1,add,"W1 = add(H395, square)",H395,"H395=W1 = overlap(H394, H394) ; W2 = overlap(H393, H388)",H396,28
22,10,10,1,1,invert,W1 = invert(H396),H396,"H396=W1 = add(H395, square)",H397,29
22,11,11,1,4,overlap -> add -> invert -> add,"W1 = overlap(H393, H388) ; W2 = add(H393, W1) ; W3 = invert(W2) ; W4 = add(W1, W3)","H388,H393","H388=W1 = invert(H387) ; W2 = add(diag, H382) | H393=W1 = invert(H387) ; W2 = add(diag, H382) ; W3 = add(line_v, line_h) ; W4 = reflect_v(line_v) ; W5 = add(W3, W4) ; W6 = reflect_h(line_h) ; W7 = add(W6, W5)","H398,H399",31
22,12,12,1,3,add -> invert -> add,"W1 = add(H399, H398) ; W2 = invert(W1) ; W3 = add(W2, square)","H398,H399","H398=W1 = overlap(H393, H388) ; W2 = add(H393, W1) ; W3 = invert(W2) | H399=W1 = overlap(H393, H388) ; W2 = add(H393, W1) ; W3 = invert(W2) ; W4 = add(W1, W3)","H400,H401",33
22,13,13,1,1,subtract,"W1 = subtract(H388, H395)","H388,H395","H388=W1 = invert(H387) ; W2 = add(diag, H382) | H395=W1 = overlap(H394, H394) ; W2 = overlap(H393, H388)",H402,34
22,14,14,1,1,add,"W1 = add(H402, H400)","H400,H402","H400=W1 = add(H399, H398) ; W2 = invert(W1) | H402=W1 = subtract(H388, H395)",H403,35
23,1,1,1,7,add -> reflect_h -> overlap -> reflect_v -> add -> add -> add,"W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) ; W6 = add(line_h, W2) ; W7 = add(W5, W6)",,,"H404,H405,H406,H407",4
23,2,2,1,2,add -> add,"W1 = add(H406, H407) ; W2 = add(W1, square)","H406,H407","H406=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) | H407=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) ; W6 = add(line_h, W2)",H408,5
23,3,3,1,2,add -> invert,"W1 = add(H408, square) ; W2 = invert(W1)",H408,"H408=W1 = add(H406, H407)",H409,6
23,4,4,0,2,reflect_h -> add,"W1 = reflect_h(diag) ; W2 = add(W1, diag)",,,"H410,H411",8
23,5,5,1,1,add,"W1 = add(H411, square)",H411,"H411=W1 = reflect_h(diag) ; W2 = add(W1, diag)",,8
23,6,6,1,2,add -> invert,"W1 = add(H411, square) ; W2 = invert(W1)",H411,"H411=W1 = reflect_h(diag) ; W2 = add(W1, diag)",H412,9
23,7,7,1,1,add,"W1 = add(H408, H411)","H408,H411","H408=W1 = add(H406, H407) | H411=W1 = reflect_h(diag) ; W2 = add(W1, diag)",,9
23,8,8,1,1,overlap,"W1 = overlap(H406, H407)","H406,H407","H406=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) | H407=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) ; W6 = add(line_h, W2)",,9
23,9,9,1,2,overlap -> add,"W1 = overlap(H406, H407) ; W2 = add(W1, square)","H406,H407","H406=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) | H407=W1 = add(line_h, line_h) ; W2 = reflect_h(line_h) ; W3 = overlap(line_h, line_h) ; W4 = reflect_v(line_v) ; W5 = add(line_v, W4) ; W6 = add(line_h, W2)","H413,H414",11
23,10,10,1,1,invert,W1 = invert(H414),H414,"H414=W1 = overlap(H406, H407) ; W2 = add(W1, square)",,11
23,11,11,1,2,invert -> add,"W1 = invert(H408) ; W2 = add(H413, W1)","H408,H413","H408=W1 = add(H406, H407) | H413=W1 = overlap(H406, H407)",H415,12
23,12,12,1,1,subtract,"W1 = subtract(H409, H413)","H409,H413","H409=W1 = add(H408, square) | H413=W1 = overlap(H406, H407)",,12
23,13,13,1,1,subtract,"W1 = subtract(H411, H413)","H411,H413","H411=W1 = reflect_h(diag) ; W2 = add(W1, diag) | H413=W1 = overlap(H406, H407)",H416,13
23,14,14,1,2,add -> subtract,"W1 = add(H408, H411) ; W2 = subtract(W1, H413)","H408,H411,H413","H408=W1 = add(H406, H407) | H411=W1 = reflect_h(diag) ; W2 = add(W1, diag) | H413=W1 = overlap(H406, H407)",H417,14
24,1,1,1,5,add -> reflect_v -> add -> reflect_h -> add,"W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4)",,,H418,1
24,2,2,1,1,add,"W1 = add(H418, square)",H418,"H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4)",,1
24,3,3,1,2,add -> invert,"W1 = add(H418, square) ; W2 = invert(W1)",H418,"H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4)",,1
24,4,4,1,3,subtract -> reflect_h -> subtract,"W1 = subtract(square, diag) ; W2 = reflect_h(diag) ; W3 = subtract(W1, W2)",,,,1
24,5,5,1,3,add -> reflect_h -> add,"W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",,,H419,2
24,6,6,1,3,add -> add -> invert,"W1 = add(square, diag) ; W2 = add(W1, H419) ; W3 = invert(W2)",H419,"H419=W1 = add(square, diag) ; W2 = reflect_h(diag)","H420,H421",4
24,7,7,1,5,add -> subtract -> add -> add -> add,"W1 = add(H420, H418) ; W2 = subtract(W1, square) ; W3 = add(W2, diag) ; W4 = add(H418, H419) ; W5 = add(W4, diag)","H418,H419,H420","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H419=W1 = add(square, diag) ; W2 = reflect_h(diag) | H420=W1 = add(square, diag) ; W2 = add(W1, H419)",,4
24,8,8,1,2,add -> subtract,"W1 = add(H421, square) ; W2 = subtract(H418, W1)","H418,H421","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H421=W1 = add(square, diag) ; W2 = add(W1, H419) ; W3 = invert(W2)",,4
24,9,9,1,2,subtract -> add,"W1 = subtract(H418, H421) ; W2 = add(W1, square)","H418,H421","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H421=W1 = add(square, diag) ; W2 = add(W1, H419) ; W3 = invert(W2)",,4
24,10,10,1,3,subtract -> add -> invert,"W1 = subtract(H418, H421) ; W2 = add(square, W1) ; W3 = invert(W2)","H418,H421","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H421=W1 = add(square, diag) ; W2 = add(W1, H419) ; W3 = invert(W2)",H422,5
24,11,11,0,4,invert -> add -> add -> subtract,"W1 = invert(H418) ; W2 = add(W1, square) ; W3 = add(W2, H422) ; W4 = subtract(W3, square)","H418,H422","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H422=W1 = subtract(H418, H421) ; W2 = add(square, W1)",,5
24,12,12,1,3,add -> subtract -> subtract,"W1 = add(H422, H418) ; W2 = subtract(H422, square) ; W3 = subtract(W1, W2)","H418,H422","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H422=W1 = subtract(H418, H421) ; W2 = add(square, W1)",,5
24,13,13,1,3,subtract -> add -> subtract,"W1 = subtract(H422, square) ; W2 = add(diag, H419) ; W3 = subtract(W2, W1)","H419,H422","H419=W1 = add(square, diag) ; W2 = reflect_h(diag) | H422=W1 = subtract(H418, H421) ; W2 = add(square, W1)",H423,6
24,14,14,1,3,add -> add -> subtract,"W1 = add(H418, H419) ; W2 = add(W1, diag) ; W3 = subtract(W2, H423)","H418,H419,H423","H418=W1 = add(line_h, line_v) ; W2 = reflect_v(line_v) ; W3 = add(W1, W2) ; W4 = reflect_h(line_h) ; W5 = add(W3, W4) | H419=W1 = add(square, diag) ; W2 = reflect_h(diag) | H423=W1 = subtract(H422, square)",,6
25,1,1,1,5,reflect_h -> add -> reflect_v -> add -> add,"W1 = reflect_h(line_h) ; W2 = add(line_h, W1) ; W3 = reflect_v(line_v) ; W4 = add(line_v, W3) ; W5 = add(W2, W4)",,,,0
25,2,2,1,7,add -> reflect_v -> reflect_h -> add -> add -> add -> add,"W1 = add(square, square) ; W2 = reflect_v(line_v) ; W3 = reflect_h(line_h) ; W4 = add(line_v, W2) ; W5 = add(W3, line_h) ; W6 = add(W5, W4) ; W7 = add(square, W6)",,,,0
25,3,3,1,8,reflect_h -> reflect_v -> reflect_v -> reflect_h -> add -> add -> add -> add,"W1 = reflect_h(line_v) ; W2 = reflect_v(line_h) ; W3 = reflect_v(line_v) ; W4 = reflect_h(line_h) ; W5 = add(line_h, W4) ; W6 = add(line_v, W3) ; W7 = add(W5, W6) ; W8 = add(square, W7)",,,,0
25,4,4,0,1,reflect_h,W1 = reflect_h(diag),,,,0
25,5,5,1,3,add -> reflect_h -> add,"W1 = add(square, diag) ; W2 = reflect_h(diag) ; W3 = add(W1, W2)",,,,0
25,6,6,1,4,add -> reflect_v -> add -> invert,"W1 = add(square, diag) ; W2 = reflect_v(diag) ; W3 = add(W1, W2) ; W4 = invert(W3)",,,,0
25,7,7,1,8,reflect_v -> reflect_h -> add -> add -> reflect_h -> add -> add -> add,"W1 = reflect_v(line_v) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(W1, line_v) ; W5 = reflect_h(diag) ; W6 = add(diag, W5) ; W7 = add(W4, W3) ; W8 = add(W7, W6)",,,,0
25,8,8,1,5,reflect_v -> add -> reflect_h -> add -> overlap,"W1 = reflect_v(line_v) ; W2 = add(line_v, W1) ; W3 = reflect_h(line_h) ; W4 = add(line_h, W3) ; W5 = overlap(W4, W2)",,,,0
25,9,9,1,6,reflect_h -> reflect_v -> add -> add -> overlap -> add,"W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(W1, line_h) ; W4 = add(W2, line_v) ; W5 = overlap(W4, W3) ; W6 = add(square, W5)",,,,0
25,10,10,1,8,reflect_h -> reflect_v -> add -> add -> add -> overlap -> add -> invert,"W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = add(square, W6) ; W8 = invert(W7)",,,,0
25,11,11,1,10,reflect_h -> reflect_v -> add -> add -> invert -> invert -> add -> invert -> overlap -> add,"W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = invert(W3) ; W6 = invert(W4) ; W7 = add(W4, W3) ; W8 = invert(W7) ; W9 = overlap(W3, W4) ; W10 = add(W9, W8)",,,,0
25,12,12,0,2,reflect_h -> reflect_v,W1 = reflect_h(line_h) ; W2 = reflect_v(line_v),,,,0
25,13,13,1,9,reflect_h -> reflect_v -> add -> add -> add -> overlap -> reflect_h -> add -> subtract,"W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(line_h, W1) ; W4 = add(W2, line_v) ; W5 = add(W3, W4) ; W6 = overlap(W3, W4) ; W7 = reflect_h(diag) ; W8 = add(diag, W7) ; W9 = subtract(W8, W6)",,,,0
25,14,14,0,5,reflect_h -> reflect_v -> add -> add -> add,"W1 = reflect_h(line_h) ; W2 = reflect_v(line_v) ; W3 = add(W1, line_h) ; W4 = add(line_v, W2) ; W5 = add(diag, W4)",,,,0
26,1,1,1,12,add -> reflect_v -> add -> add -> reflect_v -> add -> add -> reflect_v -> add -> reflect_h -> add -> add,"W1 = add(line_v, line_v) ; W2 = reflect_v(line_v) ; W3 = add(line_v, W2) ; W4 = add(line_h, line_h) ; W5 = reflect_v(line_h) ; W6 = add(line_h, line_h) ; W7 = add(line_h, line_v) ; W8 = reflect_v(W7) ; W9 = add(line_v, W2) ; W10 = reflect_h(line_h) ; W11 = add(line_h, W10) ; W12 = add(W11, W9)",,,,0
26,2,2,1,8,add -> reflect_h -> add -> add -> reflect_v -> add -> add -> add,"W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) ; W8 = add(square, W7)",,,"H424,H425,H426",3
26,3,3,1,5,invert -> invert -> invert -> invert -> overlap,"W1 = invert(square) ; W2 = invert(H424) ; W3 = invert(square) ; W4 = invert(square) ; W5 = overlap(W4, W2)",H424,"H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6)",,3
26,4,4,1,6,add -> add -> invert -> reflect_v -> overlap -> overlap,"W1 = add(square, blank) ; W2 = add(square, blank) ; W3 = invert(diag) ; W4 = reflect_v(W3) ; W5 = overlap(W3, W4) ; W6 = overlap(W5, square)",,,,3
26,5,5,1,8,add -> invert -> reflect_d -> reflect_v -> add -> overlap -> invert -> add,"W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6) ; W8 = add(W7, square)",,,H427,4
26,6,6,1,3,invert -> invert -> overlap,"W1 = invert(H427) ; W2 = invert(square) ; W3 = overlap(W1, W2)",H427,"H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
26,7,7,1,1,add,"W1 = add(H427, H424)","H424,H427","H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) | H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
26,8,8,0,9,add -> add -> reflect_h -> add -> invert -> reflect_d -> add -> reflect_v -> overlap,"W1 = add(H424, blank) ; W2 = add(square, square) ; W3 = reflect_h(H426) ; W4 = add(H427, blank) ; W5 = invert(diag) ; W6 = reflect_d(W5) ; W7 = add(W6, W6) ; W8 = reflect_v(W7) ; W9 = overlap(W8, W7)","H424,H426,H427","H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) | H426=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) | H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
26,9,9,0,3,add -> reflect_v -> reflect_h,"W1 = add(square, H427) ; W2 = reflect_v(tri) ; W3 = reflect_h(tri)",H427,"H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
26,10,10,0,8,invert -> add -> invert -> overlap -> add -> invert -> add -> add,"W1 = invert(square) ; W2 = add(H425, H426) ; W3 = invert(W2) ; W4 = overlap(W1, W3) ; W5 = add(tri, tri) ; W6 = invert(tri) ; W7 = add(tri, W6) ; W8 = add(H426, H426)","H425,H426","H425=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) | H426=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2)",,4
26,11,11,1,7,invert -> overlap -> invert -> add -> reflect_v -> add -> add,"W1 = invert(H424) ; W2 = overlap(H424, square) ; W3 = invert(blank) ; W4 = add(diag, diag) ; W5 = reflect_v(diag) ; W6 = add(diag, W5) ; W7 = add(W1, W6)",H424,"H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6)",,4
26,12,12,1,8,add -> invert -> overlap -> overlap -> add -> overlap -> add -> add,"W1 = add(H424, square) ; W2 = invert(H427) ; W3 = overlap(W1, W2) ; W4 = overlap(W3, square) ; W5 = add(H424, square) ; W6 = overlap(W2, W5) ; W7 = add(square, square) ; W8 = add(square, W6)","H424,H427","H424=W1 = add(line_h, blank) ; W2 = reflect_h(line_h) ; W3 = add(line_h, W2) ; W4 = add(line_v, blank) ; W5 = reflect_v(line_v) ; W6 = add(line_v, W5) ; W7 = add(W3, W6) | H427=W1 = add(square, square) ; W2 = invert(diag) ; W3 = reflect_d(W2) ; W4 = reflect_v(W3) ; W5 = add(W3, W4) ; W6 = overlap(W4, W3) ; W7 = invert(W6)",,4
